"Page.Name";"disclaimer";"spend";"Number.of.Ads.in.Library";"Specific_Party_uncleaned";"Specific_Party";"Broad_Sector_uncleaned";"Broad_Sector";"Support_Type_uncleaned";"Support_Type";"FEC_registered";"CMT_ID";"CMTE_ST";"CMTE_DSGN";"CMTE_PTY_AFFILIATION";"ORG_TP";"CONNECTED_ORG_NM";"CAND_ID";"CMTE_TP"
"Susan Collins";"COLLINS FOR SENATOR";443958;604;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00314575";"ME";"P";"REP";"";"";"S6ME00159";"S"
"PrintedKicks";"PRINTED KICKS";443667;520;"REPUBLICAN";"REPUBLICAN";"merchandize";"merchandize";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Where They Stand Florida";"FORWARD MAJORITY ACTION FLORIDA";443135;750;"DEMOCRATIC";"DEMOCRATIC";"healthcare";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00631549";"DC";"U";"";"";"";"";"O"
"The Georgia Action Fund";"GEORGIA ACTION FUND";441869;27;"REPUBLICAN";"REPUBLICAN";"region";"region";"Political_Action_Commitees";"pac";"YES";"C00693606";"AL";"U";"";"";"";"";"O"
"Barbara Bollier";"BOLLIER FOR KANSAS";441421;292;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00723122";"KS";"P";"DEM";"";"";"S0KS00323";"S"
"The FYI";"PACRONYM, PACRONYM.ORG. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE’S COMMITTEE.";441287;4522;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00646877";"DC";"U";"";"";"NONE";"";"O"
"Ohio Republican Party";"OHIO REPUBLICAN PARTY";440256;328;"REPUBLICAN";"REPUBLICAN";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00162339";"OH";"U";"REP";"";"BALDERSON VICTORY COMMITTEE";"";"Y"
"NRDC Action Fund";"NRDC ACTION FUND";435481;1602;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00548008";"NY";"U";"";"M";"NRDC ACTION FUND INC.";"";"Q"
"Trump 2020 Supporters";"PROUD RIGHT WINGER";435196;707;"REPUBLICAN";"REPUBLICAN";"region";"region";"Political_Action_Commitees";"pac";"NO";"";"";"";"";"";"";"";""
"Maine Together";"PRIORITIES USA ACTION AND SMP. (202) 455-8428. (202) 871-9255. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.";433797;171;"DEMOCRATIC";"DEMOCRATIC";"Ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"NO";"";"";"";"";"";"";"";""
"Pennsylvania Votes Trump Out";"TECH FOR CAMPAIGNS";431627;461;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00636027";"CA";"U";"";"";"NONE";"";"V"
"Uniting Missouri";"UNITING MISSOURI";431347;33;"REPUBLICAN";"REPUBLICAN";"region";"region";"Political_Action_Commitees";"pac";"YES";"C00753392";"MO";"U";"";"";"NONE";"";"V"
"Xfinity";"COMCAST CORPORATION";429446;28;"NON-PARTISAN";"NONPARTISAN";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"YES";"C00248716";"PA";"B";"";"C";"COMCAST CORPORATION";"";"Q"
"Engage Michigan";"ENGAGE MICHIGAN";426946;73;"NON-PARTISAN";"NONPARTISAN";"region";"region";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Barack Obama";"BIDEN FOR PRESIDENT";424381;1032;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00703975";"PA";"P";"DEM";"";"BIDEN VICTORY FUND";"P80000722";"P"
"Humanity Forward";"HUMANITY FORWARD";422380;243;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00745323";"DC";"U";"";"";"REP TED LIEU - HUMANITY FORWARD PAC JOINT COMMITTEE";"";"N"
"The Daily Show";"COMEDY CENTRAL";421104;676;"DEMOCRATIC";"DEMOCRATIC";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Planned Parenthood Action";"PLANNED PARENTHOOD ACTION FUND";416790;670;"DEMOCRATIC";"DEMOCRATIC";"civil rights";"civil rights";"Political_Action_Commitees";"pac";"YES";"C00314617";"NY";"B";"";"M";"PLANNED PARENTHOOD ACTION FUND INC.";"";"Q"
"Team Trump Store";"TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE";415136;1919;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00618371";"NY";"J";"";"";"NONE";"";"N"
"AFL-CIO";"AFL-CIO";408472;2222;"DEMOCRATIC";"DEMOCRATIC";"Labor";"Ideology/Single Issue";"Corporation_and_Labor_special_funds";"corporation/labor";"YES";"C00028860";"DC";"U";"";"L";"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION";"";"Q"
"Kevin McCarthy";"KEVIN MCCARTHY FOR CONGRESS";407111;33;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00420935";"CA";"P";"REP";"";"FOUR AMIGOS JOINT COMMITTEE";"H6CA22125";"H"
"Fire Mitch. Save America.";"SAVE AMERICA FUND";404948;125;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00732172";"RI";"U";"";"";"NONE";"";"O"
"MeidasTouch";"MEIDASTOUCH";398080;1320;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00746057";"CA";"U";"";"";"";"";"N"
"SEIU";"SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)";397355;415;"NON-PARTISAN";"NONPARTISAN";"civil service";"civil service";"Political_Action_Commitees";"pac";"YES";"";"";"";"";"";"";"";""
"Patriotism Isn't Dead";"PATRIOT POLLING";396709;170;"NON-PARTISAN";"NONPARTISAN";"polling";"other";"?";"other";"NO";"";"";"";"";"";"";"";""
"Care2";"CARE2 INC";394981;580;"NON-PARTISAN";"NONPARTISAN";"Climate";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"NAACP";"NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE (NAACP)";392738;75;"DEMOCRATIC";"DEMOCRATIC";"singe issue";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Fair Census Project";"RESOURCES LEGACY FUND";391614;45;"NON-PARTISAN";"NONPARTISAN";"polling";"other";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Friends of the Earth U.S.";"FRIENDS OF THE EARTH";391093;473;"NON-PARTISAN";"NONPARTISAN";"Climate";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00141044";"DC";"U";"";"M";"FRIENDS OF THE EARTH (ACTION), INC.";"";"Q"
"Sandy Hook Promise";"SANDY HOOK PROMISE";391046;399;"NON-PARTISAN";"NONPARTISAN";"singe issue";"Ideology/Single Issue";"501(C)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Adair for Congress";"ADAIR FOR CONGRESS";389114;616;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00701052";"SC";"P";"DEM";"";"ADAIR VICTORY FUND 2020";"H0SC02061";"H"
"Heritage Action for America";"HERITAGE ACTION FOR AMERICA";388437;485;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"501(c)(4)";"50x";"YES";"C90013525";"DC";"U";"";"";"";"";"I"
"Duty & Country";"DUTY AND COUNTRY";387765;24;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00666388";"DC";"U";"";"";"";"";"O"
"Shield Republic";"SHIELD REPUBLIC";385394;11926;"REPUBLICAN";"REPUBLICAN";"merchandize";"merchandize";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Duty and Honor";"DUTY AND HONOR";382943;56;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"501(c)(4)";"50x";"YES";"C90017708";"DC";"U";"";"";"";"";"I"
"Human Rights Campaign";"HUMAN RIGHTS CAMPAIGN EQUALITY VOTES";381824;271;"DEMOCRATIC";"DEMOCRATIC";"civil rights";"civil rights";"Political_Action_Commitees";"pac";"YES";"C00508440";"DC";"U";"";"";"NONE";"";"O"
"American Liberty Fund";"AMERICAN LIBERTY FUND";381347;169;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00623421";"TX";"U";"";"";"NONE";"";"O"
"The Real Steve Bullock";"NRSC";375993;158;"REPUBLICAN";"REPUBLICAN";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00027466";"DC";"U";"REP";"";"YOUNG VICTORY COMMITTEE";"S4AK00214";"Y"
"Love Has No Labels";"LOVE HAS NO LABELS WITH FACEBOOK AD CREDITS";374996;24;"?";"NONPARTISAN";"?";"other";"?";"other";"NO";"";"";"";"";"";"";"";""
"Newsmax";"NEWSMAX MEDIA, INC.";374939;120;"REPUBLICAN";"REPUBLICAN";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Common Sense Voters Of America LLC";"COMMON SENSE VOTERS OF AMERICA LLC";374377;45;"NON-PARTISAN";"NONPARTISAN";"single issue";"Ideology/Single Issue";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"AFT - American Federation of Teachers";"AMERICAN FEDERATION OF TEACHERS";371241;860;"DEMOCRATIC";"DEMOCRATIC";"Labor";"Ideology/Single Issue";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"C00028860";"DC";"U";"";"L";"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION";"";"Q"
"Devin Nunes";"DEVIN NUNES CAMPAIGN COMMITTEE";369367;76;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00370056";"CA";"P";"REP";"";"NUNES VICTORY FUND";"H8CA20059";"H"
"Spotify";"SPOTIFY USA INC.";368877;96;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Ed Markey";"THE MARKEY COMMITTEE";365452;562;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00196774";"MA";"P";"DEM";"";"MARKEY VICTORY FUND";"S4MA00028";"S"
"AARP";"AARP";363419;2569;"NON-PARTISAN";"NONPARTISAN";"healthcare";"Ideology/Single Issue";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"The Hamilton Collection";"THE HAMILTON COLLECTION";362463;68;"NON-PARTISAN";"NONPARTISAN";"merchandize";"merchandize";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"NARAL Pro-Choice America";"NARAL PRO-CHOICE AMERICA";361740;317;"DEMOCRATIC";"DEMOCRATIC";"civil rights";"civil rights";"Political_Action_Commitees";"pac";"YES";"C00079541";"DC";"B";"";"M";"";"";"Q"
"AAAS - The American Association for the Advancement of Science";"AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE";360790;46;"NON-PARTISAN";"NONPARTISAN";"single-issue";"Ideology/Single Issue";"education";"other";"NO";"";"";"";"";"";"";"";""
"World Food Program USA";"WORLD FOOD PROGRAM USA";360391;1921;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501c (3)";"50x";"NO";"";"";"";"";"";"";"";""
"Trump For Georgia";"DONALD J. TRUMP FOR PRESIDENT, INC.";358898;4278;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00580100";"NY";"P";"REP";"";"";"P80001571";"P"
"Progress North Carolina";"PROGRESS NORTH CAROLINA";357417;550;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)(4) ";"50x";"NO";"";"";"";"";"";"";"";""
"We Are PA";"THE STORY OF US";356556;178;"?";"NONPARTISAN";"?";"other";"?";"other";"NO";"";"";"";"";"";"";"";""
"Save My Care";"SAVE MY COUNTRY ACTION FUND";349118;82;"NON-PARTISAN";"NONPARTISAN";"Healthcare";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Gap";"GAP INC";347887;16;"?";"NONPARTISAN";"?";"other";"Political_Action_Commitees";"pac";"YES";"C00257246";"CA";"B";"";"C";"GAP INC.";"";"Q"
"Patriot's Cave";"PATRIOTS CAVE";346496;203;"REPUBLICAN";"REPUBLICAN";"merchandize";"merchandize";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"United For Health Care 2020";"1199 SERVICE EMPLOYEES INT’L UNION FEDERAL POLITICAL ACTION FUND. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE’S COMMITTEE.";344938;360;"DEMOCRATIC";"DEMOCRATIC";"Labor";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00348540";"NY";"U";"";"L";"";"";"Q"
"Joni Ernst";"JONI FOR IOWA";344283;317;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00546788";"IA";"P";"REP";"";"CRUZ SENATE VICTORY 2020";"S4IA00129";"S"
"Family Protection Association";"FAMILY PROTECTION ASSOCIATION";344179;555;"REPUBLICAN";"REPUBLICAN";"merchandize";"merchandize";"?";"other";"NO";"";"";"";"";"";"";"";""
"Doug Jones for Senate";"DOUG JONES FOR SENATE COMMITTEE";341356;1436;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00640623";"AL";"P";"DEM";"";"";"S0AL00156";"S"
"Partnership for America's Health Care Future";"PARTNERSHIP FOR AMERICA'S HEALTH CARE FUTURE";338954;432;"NON-PARTISAN";"NONPARTISAN";"Healthcare";"Ideology/Single Issue";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"Anna Paulina Luna";"ANNA PAULINA LUNA FOR CONGRESS";338944;174;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00718239";"FL";"P";"REP";"";"LUNA FOR FL-13";"H0FL13158";"H"
"American Herald";"AMERICA FIRST ACTION";338419;1195;"REPUBLICAN";"REPUBLICAN";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00637512";"VA";"U";"";"";"";"";"O"
"Stand For America";"STAND FOR AMERICA INC";337627;173;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"501(c)(4)";"50x";"YES";"C90020819";"NY";"U";"";"";"";"";"I"
"Republican Party of Texas";"REPUBLICAN PARTY OF TEXAS";337366;749;"REPUBLICAN";"REPUBLICAN";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00143743";"TX";"U";"REP";"";"";"S2TX00106";"Y"
"Jason Lewis";"JASON LEWIS FOR SENATE";337079;138;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00716860";"MN";"P";"REP";"";"SENATE FIREWALL 2020 II";"S0MN00328";"S"
"Speak Up For Education and Kids";"NATIONAL EDUCATION ASSOCIATION";336239;4777;"DEMOCRATIC";"DEMOCRATIC";"civil rights";"civil rights";" 501(c)(5) ";"50x";"YES";"C30000848";"DC";"U";"";"";"";"";"E"
"Show Up To Vote";"PACRONYM, PACRONYM.ORG. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE’S COMMITTEE.";336020;512;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00646877";"DC";"U";"";"";"NONE";"";"O"
"New Health Plans";"SHOP INSURANCE PLANS";335350;119;"NON-PARTISAN";"NONPARTISAN";"insurance";"other";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Indivisible Guide";"INDIVISIBLE ACTION";334762;2065;"DEMOCRATIC";"DEMOCRATIC";"Healthcare";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00678839";"DC";"U";"";"";"";"";"W"
"Republican Attorneys General Association";"REPUBLICAN ATTORNEYS GENERAL ASSOCIATION";329980;286;"REPUBLICAN";"REPUBLICAN";"Party Committee";"Party";"Political_party_committees";"party committee";"NO";"";"";"";"";"";"";"";""
"Corrupt Thom Tillis";"DSCC";328816;14;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00042366";"DC";"U";"DEM";"";"";"";"Y"
"American Principles Project";"AMERICAN PRINCIPLES PROJECT PAC";328518;206;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00544387";"VA";"U";"";"";"NONE";"";"O"
"One For All Committee";"ONE FOR ALL COMMITTEE";328285;38;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00752691";"DC";"U";"";"";"";"";"O"
"Illinois Policy";"ILLINOIS POLICY";326113;516;"REPUBLICAN";"REPUBLICAN";"region";"region";"501(c)4";"50x";"NO";"";"";"";"";"";"";"";""
"Ohioans for Judicial Integrity";"OHIOANS FOR JUDICIAL INTEGRITY, INC.";323970;78;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"?";"other";"NO";"";"";"";"";"";"";"";""
"One Arizona";"ONE ARIZONA";319325;329;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Black Men Vote";"BLACK MEN VOTE";317609;425;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"Political_Action_Commitees";"pac";"YES";"C00528950";"VA";"U";"";"";"NONE";"";"O"
"Big Money Mark Kelly";"NRSC";315738;133;"REPUBLICAN";"REPUBLICAN";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00027466";"DC";"U";"REP";"";"YOUNG VICTORY COMMITTEE";"S4AK00214";"Y"
"Big Dan Rodimer for Congress";"RODIMER FOR CONGRESS";314451;76;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00717322";"NV";"P";"REP";"";"RODIMER FOR NV-03";"H0NV03132";"H"
"We Make The Future";"WAY TO WIN ACTION FUND";314218;554;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Corporation_and_Labor_special_funds";"corporation/labor";"YES";"C90019878";"CA";"U";"";"";"";"";"I"
"Commonwealth Communications";"COMMONWEALTH COMMUNICATIONS";312713;1049;"DEMOCRATIC";"DEMOCRATIC";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"YES";"C90019670";"PA";"U";"";"";"";"";"I"
"Moms Power Elections";"MOMSRISING TOGETHER";312686;109;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)(4)";"50x";"YES";"C90018367";"MD";"U";"";"";"";"";"I"
"Mike Sievert";"T-MOBILE USA, INC.";311760;85;"NON-PARTISAN";"NONPARTISAN";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"YES";"C00361758";"DC";"B";"";"C";"T-MOBILE US, INC.  POLITICAL ACTION COMMITTEE (T-PAC)";"";"Q"
"Defending Democracy Together";"DEFENDING DEMOCRACY TOGETHER";310090;53;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"501(c)(4)";"50x";"YES";"C00665596";"VA";"U";"";"";"";"";"O"
"Fight for 15 Florida";"SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)";307305;51;"NON-PARTISAN";"NONPARTISAN";"civil service";"civil service";"Political_Action_Commitees";"pac";"YES";"";"";"";"";"";"";"";""
"For Our Future FL";"FOR OUR FUTURE";306973;649;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00620971";"DC";"U";"";"";"";"";"O"
"We Count";"STORY NETWORK FOUNDATION";306674;15;"NON-PARTISAN";"NONPARTISAN";"polling";"other";"501(c)4";"50x";"YES";"C90019530";"DC";"U";"";"";"";"";"I"
"Front Page Live";"FRONT PAGE LIVE, INC.";305165;1774;"NON-PARTISAN";"NONPARTISAN";"ideology";"Ideology/Single Issue";"?";"other";"NO";"";"";"";"";"";"";"";""
"Levi's";"LEVI'S®";303261;282;"NON-PARTISAN";"NONPARTISAN";"clothing";"other";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Minnesota Values Campaign";"DFL HOUSE CAUCUS";301419;2325;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"NO";"";"-";"-";"-";"-";"-";"-";"-"
"Vote Early 2020";"PRIORITIES USA AND MAJORITY FORWARD";301060;76;"DEMOCRATIC";"DEMOCRATIC";"Ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"NO";"";"";"";"";"";"";"";""
"Max Rose";"MAX ROSE FOR CONGRESS";300914;283;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00652248";"NY";"P";"DEM";"";"ROSE VICTORY FUND";"H8NY11113";"H"
"Facebook for Business";"FACEBOOK, INC.";298774;22;"NON-PARTISAN";"NONPARTISAN";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"YES";"C00502906";"DC";"B";"";"C";"FACEBOOK INC.";"";"Q"
"Yahoo News";"VERIZON MEDIA INC";298334;18;"NON-PARTISAN";"NONPARTISAN";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"YES";"C00380535";"DC";"B";"";"C";"OATH INC.";"";"Q"
"Freeform";"FREEFORM";297990;83;"DEMOCRATIC";"DEMOCRATIC";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Daines Out for Himself";"MONTANANS FOR BULLOCK";294455;120;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00741611";"MT";"P";"DEM";"";"";"S0MT00173";"S"
"Secure Democracy";"SECURE DEMOCRACY";293365;96;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"?";"other";"NO";"";"";"";"";"";"";"";""
"The Earthling Co.";"THE EARTHLING CO.";293116;315;"NON-PARTISAN";"NONPARTISAN";"Climate";"Ideology/Single Issue";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Newsmax";"NEWSMAX MEDIA";291968;150;"REPUBLICAN";"REPUBLICAN";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"-";"-";"-";"-";"-";"-";"-"
"Dissent Pins";"COMMON PRACTICE";291823;354;"NON-PARTISAN";"NONPARTISAN";"merchandize";"merchandize";"?";"other";"NO";"";"";"";"";"";"";"";""
"Project Pulso";"PULSO";291715;377;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Dan Forest";"COMMITTEE TO ELECT DAN FOREST";291705;278;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"NO";"";"";"";"";"";"";"";""
"CASA in Action";"CASA IN ACTION INC";288589;880;"DEMOCRATIC";"DEMOCRATIC";"Ideology";"Ideology/Single Issue";"501(c)(4)";"50x";"YES";"C90015215";"MD";"U";"";"";"";"";"I"
"Latino Victory";"LATINO VICTORY FUND";287588;364;"DEMOCRATIC";"DEMOCRATIC";"civil rights";"civil rights";"Political_Action_Commitees";"pac";"YES";"C00562777";"DC";"U";"";"";"NONE";"";"W"
"New York State Board of Elections";"NEW YORK STATE BOARD OF ELECTIONS";286292;90;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"state";"government";"NO";"";"";"";"";"";"";"";""
"Veteran Loans Online";"LMB OPCO, LLC";285629;149;"NON-PARTISAN";"NONPARTISAN";"Ideology/Single Issue";"Ideology/Single Issue";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Commonwealth Leaders Fund";"COMMONWEALTH LEADERS FUND";282540;109;"REPUBLICAN";"REPUBLICAN";"Ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"NO";"";"";"";"";"";"";"";""
"Madison Cawthorn for Congress";"CAWTHORN FOR NC";282161;645;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00732958";"NC";"P";"REP";"";"CRUZ 20 FOR 20 VICTORY FUND";"H0NC11233";"H"
"Chuck Schumer D-NY";"FRIENDS OF SCHUMER";281600;146;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00346312";"NY";"P";"DEM";"";"NONE";"S8NY00082";"S"
"YouGov";"YOUGOV AMERICA INC.";278457;11237;"NON-PARTISAN";"NONPARTISAN";"polling";"other";"state";"government";"NO";"";"";"";"";"";"";"";""
"The Leadership Conference on Civil and Human Rights";"LEADERSHIP CONFERENCE EDUCATION FUND";278295;518;"NON-PARTISAN";"NONPARTISAN";"polling";"other";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Southern Poverty Law Center";"SOUTHERN POVERTY LAW CENTER, INC., THE";274832;162;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Lauren Underwood for Congress";"LAUREN UNDERWOOD FOR CONGRESS";274791;899;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00652719";"IL";"P";"DEM";"";"LAUREN UNDERWOOD VICTORY FUND";"H8IL14174";"H"
"American Gun Association";"GUNASSOCIATION.ORG";273846;333;"REPUBLICAN";"REPUBLICAN";"Ideology/Single Issue";"Ideology/Single Issue";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"Michelle Obama";"BIDEN FOR PRESIDENT";272424;604;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00703975";"PA";"P";"DEM";"";"BIDEN VICTORY FUND";"P80000722";"P"
"Michigan Center for Election Law and Administration";"MICHIGAN CENTER FOR ELECTION LAW AND ADMINISTRATION";272290;15;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"?";"other";"NO";"";"";"";"";"";"";"";""
